ticker,close,market_cap,eligible_today,sector,volatility_60,q75_score,composite_score,blend_score,vol_quintile,rank_in_quintile,n_in_quintile,quintile_cutoff_rank,is_pick,weight,status
AMP,556.67,49172453020.729996,True,Financial Services,0.014898072011873802,0.10652051,0.04095888623228297,-0.12530048076923075,0.0,145.0,331.0,33.0,False,,ELIGIBLE_NOT_PICKED
AMPH,22.93,975395055.92,False,,,,,,,,,,,,INELIGIBLE_TODAY
AMPL,12.52,1563949146.32,False,,,,,,,,,,,,INELIGIBLE_TODAY
AMPX,10.39,1517777621.02,False,,,,,,,,,,,,INELIGIBLE_TODAY
AMR,223.74,2836809528.3,True,Basic Materials,0.03691216323006058,0.339368,0.009974153524580384,0.1670673076923077,4.0,73.0,331.0,33.0,False,,ELIGIBLE_NOT_PICKED
AMRC,23.93,1269874429.23,False,,,,,,,,,,,,INELIGIBLE_TODAY
AMRX,17.05,5444984318.95,True,Healthcare,0.02010106391088167,0.1541551,0.04886494361142667,-0.056189903846153855,1.0,205.0,331.0,33.0,False,,ELIGIBLE_NOT_PICKED
AMRZ,41.95,22943530765.800003,True,Basic Materials,0.02475221890335703,0.2587792,0.006307973822257691,0.031850961538461536,2.0,184.0,331.0,33.0,False,,ELIGIBLE_NOT_PICKED
AMSC,30.44,1474578832.92,False,,,,,,,,,,,,INELIGIBLE_TODAY
AMT,175.73,81883159235.04,True,Real Estate,0.018355625577537688,0.10536951,0.09033842310211454,-0.039663461538461564,1.0,195.0,331.0,33.0,False,,ELIGIBLE_NOT_PICKED
AMTM,20.14,4924359157.82,True,Industrials,0.028727202337728793,0.33413187,-0.11258215254843601,-0.012620192307692318,3.0,241.0,331.0,33.0,False,,ELIGIBLE_NOT_PICKED
AMWL,13.34,226896831.72,False,,,,,,,,,,,,INELIGIBLE_TODAY
AMZN,256.97,2771758998596.8403,True,Consumer Cyclical,0.028070636923529884,0.25479913,0.037968089241264914,0.08413461538461536,3.0,159.0,331.0,33.0,False,,ELIGIBLE_NOT_PICKED
AN,209.3,6919626695.8,True,Consumer Cyclical,0.020758306333365263,0.19819538,0.033104309915147734,-0.029747596153846173,1.0,184.0,331.0,33.0,False,,ELIGIBLE_NOT_PICKED
ANAB,56.6,1647111053.2,False,,,,,,,,,,,,INELIGIBLE_TODAY
ANDE,70.92,2409547424.4,True,Consumer Defensive,0.026154376946769822,0.39136943,0.07878499964156872,0.359375,2.0,4.0,331.0,33.0,True,0.005216380138178985,PICK
ANDG,53.85,6084428194.05,True,Consumer Cyclical,0.0366089887363562,0.1347921,-0.04416295476582133,-0.24579326923076925,4.0,325.0,331.0,33.0,False,,ELIGIBLE_NOT_PICKED
ANET,194.96,245888357374.08002,True,Technology,0.036023094295880076,0.33566582,0.011991292945993486,0.16466346153846156,3.0,98.0,331.0,33.0,False,,ELIGIBLE_NOT_PICKED
ANF,151.43,6425837709.110001,True,Consumer Cyclical,0.05486918119982511,0.26195815,0.05271897133988721,0.1328125,4.0,101.0,331.0,33.0,False,,ELIGIBLE_NOT_PICKED
ANGI,4.7,190614379.70000002,False,,,,,,,,,,,,INELIGIBLE_TODAY
ANGX,4.86,780878993.4000001,False,,,,,,,,,,,,INELIGIBLE_TODAY
ANIP,70.23,1613207820.96,False,,,,,,,,,,,,INELIGIBLE_TODAY
AON,315.79,66987090802.86,True,Financial Services,0.021543495936641763,0.2626925,0.03461346585386667,0.09465144230769235,2.0,128.0,331.0,33.0,False,,ELIGIBLE_NOT_PICKED
AORT,25.13,1225243833.73,False,,,,,,,,,,,,INELIGIBLE_TODAY
AOS,58.82,7994142263.86,True,Industrials,0.019615217554986984,0.20529893,-0.022615533687923066,-0.11899038461538461,1.0,248.0,331.0,33.0,False,,ELIGIBLE_NOT_PICKED
APA,43.55,15257808260.499998,True,Energy,0.027026008511343704,0.23140691,0.15644143603049848,0.20312500000000003,3.0,74.0,331.0,33.0,False,,ELIGIBLE_NOT_PICKED
APAM,41.06,3328843789.1400003,True,Financial Services,0.01881733627950443,0.1868789,0.020868295948167873,-0.06941105769230768,1.0,216.0,331.0,33.0,False,,ELIGIBLE_NOT_PICKED
APD,297.71,66295709136.299995,True,Basic Materials,0.01698623371499231,0.13018592,0.04616957796275753,-0.08774038461538461,1.0,226.0,331.0,33.0,False,,ELIGIBLE_NOT_PICKED
APG,40.2,17372843939.4,True,Industrials,0.0164733973508958,0.19207199,0.0025570296365357075,-0.09645432692307693,1.0,233.0,331.0,33.0,False,,ELIGIBLE_NOT_PICKED
APH,81.76,201617454888.64,True,Technology,0.02624994105153182,0.25709674,0.041064597372602527,0.09735576923076927,2.0,124.0,331.0,33.0,False,,ELIGIBLE_NOT_PICKED
APLD,28.31,8251490560.719999,True,Financial Services,0.0556679359553481,0.31322375,-0.13928556950570725,-0.07211538461538464,4.0,261.0,331.0,33.0,False,,ELIGIBLE_NOT_PICKED
APLE,15.26,3602621971.48,True,Real Estate,0.013230881826147234,0.15289518,0.08953037405740132,0.011418269230769246,0.0,45.0,331.0,33.0,False,,ELIGIBLE_NOT_PICKED
APO,131.81,77839493787.79001,True,Financial Services,0.023062371962709226,0.23670408,-0.21830067518623336,-0.22956730769230768,2.0,313.0,331.0,33.0,False,,ELIGIBLE_NOT_PICKED
APP,312.01,104414458510.0,True,Technology,0.04399729436081995,0.3034102,-0.05400148699921006,0.0030048076923077094,4.0,189.0,331.0,33.0,False,,ELIGIBLE_NOT_PICKED
APPF,206.015,7296431606.879999,True,Technology,0.031427070120660316,0.36220348,-0.004974141341180942,0.1736778846153846,3.0,92.0,331.0,33.0,False,,ELIGIBLE_NOT_PICKED
APPN,34.58,2476882304.2599998,True,Technology,0.04479892941788025,0.37287718,0.06899340795654879,0.3212139423076923,4.0,28.0,331.0,33.0,True,0.0030454114463084403,PICK
APPS,11.3,1367483625.0,False,,,,,,,,,,,,INELIGIBLE_TODAY
AR,39.08,12014716120.0,True,Energy,0.019979231811441726,0.16397564,0.046352230529432464,-0.04687499999999997,1.0,199.0,331.0,33.0,False,,ELIGIBLE_NOT_PICKED
ARCB,138.095,3086610230.63,True,Industrials,0.028889157730762203,0.3851087,0.04226245438505337,0.2890625,3.0,39.0,331.0,33.0,False,,ELIGIBLE_NOT_PICKED
ARCC,19.7,14145050046.5,True,Financial Services,0.011457279203371721,0.06021263,-0.0914445841233212,-0.38912259615384615,0.0,313.0,331.0,33.0,False,,ELIGIBLE_NOT_PICKED
ARCT,15.63,444252568.47,False,,,,,,,,,,,,INELIGIBLE_TODAY
ARDT,10.75,1516243500.25,False,,,,,,,,,,,,INELIGIBLE_TODAY
ARE,50.77,8846549128.9,True,Real Estate,0.028260300339330795,0.22481808,-0.031065050165112722,-0.08954326923076925,3.0,290.0,331.0,33.0,False,,ELIGIBLE_NOT_PICKED
ARES,138.62,31045022196.04,True,Financial Services,0.025834966080227794,0.2166273,-0.04000648977316396,-0.12139423076923078,2.0,274.0,331.0,33.0,False,,ELIGIBLE_NOT_PICKED
ARHS,8.47,1200637178.51,False,,,,,,,,,,,,INELIGIBLE_TODAY
ARI,6.79,870560111.47,False,,,,,,,,,,,,INELIGIBLE_TODAY
ARLO,14.11,1518423719.44,False,,,,,,,,,,,,INELIGIBLE_TODAY
ARLP,26.66,3430043634.66,True,Basic Materials,0.013129940689941572,0.106458694,0.11962363352316895,-0.005709134615384609,0.0,62.0,331.0,33.0,False,,ELIGIBLE_NOT_PICKED
ARMK,57.58,15179530033.52,True,Industrials,0.015302797024119928,0.20675656,0.05012875672424192,0.020733173076923073,0.0,37.0,331.0,33.0,False,,ELIGIBLE_NOT_PICKED
